personne,s,v,e,date,Jerk_rot,Reduced_state,Neck_local_var,Jerk_pos,Hip_local_var,transition,Hip_roll,Right_hand,Neck_roll,Left_foot,Y,X,Roll_correl,Left_hand,Afford_count,Right_foot
P06,S1,V4,E4,27032014,749082640005448.0,[0. 0. 0. ... 4. 4. 4.],[0.00966546 0.0097477  0.00983358 ... 0.06459679 0.06456308 0.06453221],36909765901942.27,[0.17218146 0.17368278 0.17519256 ... 0.08290611 0.08284643 0.08278514],"[[ 0.  3.  7.  7.  6.]
 [ 1.  0. 19.  0.  0.]
 [ 8. 17.  0.  0.  1.]
 [ 7.  0.  0.  0.  0.]
 [ 6.  0.  0.  0.  0.]]","[-0.2213231  -0.22087974 -0.22092718 ... -0.63325541 -0.62980498
 -0.62581857]",[0. 0. 0. ... 1. 1. 1.],"[-0.10452304 -0.10027284 -0.09592189 ... -0.33808567 -0.3350989
 -0.33218715]",[0. 0. 0. ... 0. 0. 0.],"[ 31.0000199   30.99985178  30.99500249 ... 925.24133272 925.25776428
 925.24707588]","[-24.00000471 -24.00005687 -24.00165484 ... 231.40082879 231.72510524
 232.06408439]",[0.79168613 0.79494241 0.79806677 ... 0.93030997 0.93021577 0.9301384 ],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P31,S1,V2,E2,11042014,759808766258287.2,[0. 0. 0. ... 4. 4. 4.],[0.06631998 0.0663092  0.06629657 ... 0.0465139  0.04647017 0.04643494],51667328007486.58,[0.17681518 0.17691035 0.17699606 ... 0.1800269  0.17939731 0.17874344],"[[ 0.  1.  0.  0.  0.]
 [ 0.  0. 19.  0.  0.]
 [ 0. 18.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.]]",[0.06651689 0.06643278 0.06579289 ... 0.2023111  0.20520326 0.20665507],[0. 0. 0. ... 1. 1. 1.],"[ 0.10041934  0.10081537  0.10118366 ... -0.21461337 -0.22146243
 -0.228147  ]",[0. 0. 0. ... 1. 1. 1.],"[ -2.99996537  -3.0000611   -3.00306024 ... 913.31409844 913.43503525
 913.56412528]","[ 10.00001638  10.00002394   9.9999652  ... 290.09101876 290.054793
 289.96856787]",[0.92010602 0.92016645 0.92022375 ... 0.4670096  0.46520936 0.46341228],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 3. 3. 3.],[0. 0. 0. ... 1. 1. 1.]
P09,S1,V1,E1,21032014,1212983457656911.5,[0. 4. 4. ... 4. 4. 4.],[0.01686791 0.01684227 0.01681958 ... 0.01763301 0.01766018 0.01768582],76746271015116.98,[0.11059225 0.11046685 0.11032845 ... 0.07607776 0.07652088 0.07696161],"[[ 0.  2.  9. 10. 11.]
 [ 0.  0.  8.  0.  0.]
 [12.  6.  0.  0.  0.]
 [12.  0.  0.  0.  1.]
 [ 7.  0.  1.  3.  0.]]","[-0.45566611 -0.46750659 -0.47981032 ...  0.51996504  0.51964977
  0.51895903]",[0. 0. 0. ... 0. 0. 0.],"[-0.30077858 -0.3073999  -0.31414988 ...  0.18252787  0.18004554
  0.17670767]",[1. 1. 1. ... 1. 1. 1.],"[  1.00000835   1.00007794   0.99994046 ... 996.6613983  997.20957031
 997.71984984]","[-23.99996908 -23.99992728 -23.99845202 ... 266.06274906 265.40039929
 264.69535008]",[0.77257011 0.77515326 0.77769582 ... 0.85566362 0.85553326 0.85537391],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 2. 2. 2.],[0. 0. 0. ... 0. 0. 0.]
P28,S1,V4,E4,04042014,1.0115616165561126e+16,[0. 4. 4. ... 4. 4. 4.],[0.04592008 0.04591447 0.04590941 ... 0.00595883 0.00593639 0.00591514],595825010671761.8,[0.09246426 0.09253753 0.09261299 ... 0.08665564 0.08696459 0.08728121],"[[ 0.  7. 11. 10. 21.]
 [ 4.  0. 18.  0.  0.]
 [13. 15.  0.  0.  1.]
 [10.  0.  0.  0.  2.]
 [21.  0.  0.  2.  0.]]","[-0.94147025 -0.93887083 -0.93666413 ...  1.06172881  1.06741042
  1.07302566]",[0. 0. 0. ... 0. 0. 0.],"[-0.42834259 -0.4257829  -0.42314995 ...  0.25628328  0.25779075
  0.25928193]",[1. 1. 1. ... 1. 1. 1.],"[ 37.00004782  37.00008942  36.99989091 ... 926.64632181 926.70425998
 926.73172244]","[-1.46304835e-05  3.37970816e-05 -2.51518288e-05 ...  3.33212589e+02
  3.32940021e+02  3.32647841e+02]",[0.84066077 0.84031668 0.83997734 ... 0.07098032 0.07337815 0.07582357],[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P02,S1,V2,E2,28032014,180198020345015.97,[0. 4. 4. ... 4. 4. 4.],[0.03234391 0.0324295  0.03251009 ... 0.05444543 0.05394853 0.05344765],18554172964828.66,[0.03660877 0.03673976 0.03686546 ... 0.01269276 0.01269482 0.01269574],"[[0. 0. 2. 1. 2.]
 [0. 0. 7. 0. 0.]
 [3. 7. 0. 0. 0.]
 [1. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0.]]","[ 0.09691819  0.0922292   0.08710817 ... -0.24747525 -0.25742001
 -0.26685936]",[0. 0. 0. ... 0. 0. 0.],[0.14711912 0.13968924 0.13288768 ... 0.28798449 0.27719685 0.26732422],[1. 1. 1. ... 1. 1. 1.],"[-14.99997878 -14.99993397 -15.00006102 ... 983.16272269 983.52874037
 983.86610192]","[ 16.00000574  16.00001521  15.99998467 ... 265.60541087 264.81259364
 264.02680913]",[0.90218725 0.90351356 0.90478362 ... 0.63443243 0.63695022 0.63952357],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 2. 2. 2.],[0. 0. 0. ... 0. 0. 0.]
P21,S2,V3,E2,11042014,4729350914876018.0,[0. 0. 0. ... 0. 0. 0.],[0.0144234  0.01444589 0.01446826 ... 0.01757449 0.01769702 0.01782217],421574988181217.4,[0.0019774  0.00196048 0.00194526 ... 0.00352593 0.00352186 0.00351815],"[[ 0.  3.  9. 10. 17.]
 [ 1.  0. 14.  0.  0.]
 [11. 12.  0.  0.  0.]
 [11.  0.  0.  0.  0.]
 [16.  0.  0.  1.  0.]]",[0.17289304 0.1772023  0.18117602 ... 0.48672399 0.47725323 0.46984754],[0. 0. 0. ... 0. 0. 0.],[0.39684281 0.40221562 0.40995197 ... 0.44654261 0.44918349 0.44910123],[0. 0. 0. ... 0. 0. 0.],"[ -6.00001457  -5.99992044  -5.99850578 ... 292.70401739 291.17244549
 289.64218169]","[-15.0000065  -14.99991306 -14.99851886 ... 283.05600105 282.09605947
 281.14372169]",[0.71749124 0.72122421 0.72493038 ... 0.4206094  0.42063009 0.41993509],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
P05,S1,V1,E1,26032014,8926216688435455.0,[0. 4. 4. ... 4. 4. 4.],[0.01449769 0.01450157 0.01450507 ... 0.0160373  0.0159093  0.01578871],593574185232174.1,[0.01026718 0.01025342 0.01023889 ... 0.00473716 0.00470607 0.0046758 ],"[[ 0.  3. 13. 13. 17.]
 [ 2.  0. 11.  0.  0.]
 [14. 10.  0.  0.  0.]
 [14.  0.  0.  0.  0.]
 [15.  0.  0.  1.  0.]]","[-0.08203228 -0.07993513 -0.07795684 ...  0.12932959  0.1279234
  0.12570019]",[1. 1. 1. ... 0. 0. 0.],"[-0.17008432 -0.16823536 -0.16632994 ...  0.53029154  0.5340617
  0.53612155]",[0. 0. 0. ... 0. 0. 0.],"[ 17.00004033  17.00007074  16.99992465 ... 917.90431778 917.90400637
 917.92987721]","[ -4.0000122   -3.99998902  -3.99998935 ... 276.6094637  276.51364976
 276.42567606]","[ 0.86260607  0.86220398  0.86179787 ... -0.52498252 -0.52155118
 -0.51821186]",[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P11,S1,V1,E1,21032014,4032106962283517.0,[2. 4. 4. ... 4. 4. 4.],[0.02842286 0.02816516 0.02790906 ... 0.01235464 0.01251475 0.01267712],206006900268391.53,[0.13616858 0.13616939 0.13617396 ... 0.09430833 0.09434614 0.09438222],"[[ 0.  0. 10.  9.  3.]
 [ 1.  0. 10.  0.  0.]
 [ 9. 10.  0.  0.  2.]
 [ 7.  0.  0.  0.  2.]
 [ 5.  1.  0.  0.  0.]]","[ 0.14782007  0.14068772  0.1328719  ... -0.38400494 -0.38082542
 -0.37820802]",[0. 0. 0. ... 0. 0. 0.],[0.32282919 0.32066374 0.3159671  ... 0.16657404 0.16867925 0.16990798],[1. 1. 1. ... 1. 1. 1.],"[-25.999984   -25.99988303 -25.99855013 ... 942.87172652 943.46150589
 944.01754   ]","[ -3.99998471  -4.00003918  -4.00153073 ... 260.94166944 260.83474471
 260.7076919 ]",[0.4955935  0.49545006 0.49535847 ... 0.37640791 0.37133828 0.36639165],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 3. 3. 3.],[0. 0. 0. ... 1. 1. 1.]
P07,S1,V3,E3,04042014,1010408400091895.8,[2. 4. 4. ... 4. 4. 4.],[0.01300424 0.01298326 0.01296097 ... 0.12385385 0.12321721 0.12253992],40325737523019.49,[0.09748412 0.09756663 0.09764853 ... 0.07040492 0.06996799 0.06950851],"[[ 0.  1.  9.  9.  4.]
 [ 1.  0.  9.  0.  0.]
 [10.  8.  0.  0.  1.]
 [ 9.  0.  0.  0.  0.]
 [ 3.  1.  0.  0.  0.]]","[-0.13072052 -0.13443926 -0.13920439 ... -0.13081985 -0.13561174
 -0.14046315]",[0. 0. 0. ... 0. 0. 0.],[0.17283966 0.17517217 0.17723649 ... 0.03199718 0.0285021  0.0243759 ],[1. 1. 1. ... 0. 0. 0.],"[-35.99998089 -35.99993788 -36.0000548  ... 955.9562487  955.92353748
 955.89459815]","[ 13.99999558  14.00001651  13.99999489 ... 282.68328619 282.61107736
 282.54715612]",[0.57217571 0.57302786 0.57391832 ... 0.86368426 0.86177856 0.85979609],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P04,S1,V1,E1,26032014,3887968345068741.5,[0. 4. 4. ... 4. 4. 4.],[0.08465564 0.08296316 0.08130634 ... 0.11361102 0.11354193 0.11346891],236912015907909.56,[0.02738493 0.02710441 0.026827   ... 0.0923864  0.09248428 0.09258235],"[[ 0.  1. 12. 12. 16.]
 [ 4.  0. 11.  0.  0.]
 [ 9. 14.  0.  0.  0.]
 [13.  0.  0.  0.  1.]
 [14.  0.  0.  2.  0.]]","[-0.36040915 -0.35755819 -0.35504074 ...  0.38900779  0.38966367
  0.38998493]",[1. 1. 1. ... 1. 1. 1.],"[-0.68480884 -0.67378124 -0.66275226 ...  0.15117801  0.14886657
  0.14685614]",[0. 0. 0. ... 0. 0. 0.],"[-17.99998088 -17.99993887 -18.00005792 ... 886.07425035 886.09985302
 886.11046933]","[-44.99998513 -45.00004993 -45.00152378 ... 282.79277506 282.69575378
 282.57949404]",[0.93104064 0.93068833 0.93033226 ... 0.82303934 0.82358852 0.824149  ],[1. 1. 1. ... 0. 0. 0.],[0. 2. 2. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P07,S1,V2,E2,04042014,4209769726128832.0,[0. 0. 0. ... 4. 4. 4.],[0.01249806 0.01242386 0.01234937 ... 0.20362358 0.20175834 0.19984433],186846251534023.06,[0.05170141 0.05125992 0.05083232 ... 0.20667532 0.20795583 0.2092306 ],"[[ 0.  7.  7. 12. 18.]
 [ 1.  0. 10.  0.  0.]
 [12.  4.  0.  0.  1.]
 [12.  0.  0.  0.  2.]
 [18.  0.  0.  2.  0.]]",[0.46966545 0.47775713 0.48580876 ... 0.82700455 0.82798464 0.82798788],[0. 0. 0. ... 0. 0. 0.],[0.30864184 0.30880884 0.30940631 ... 0.63752278 0.6360566  0.63457828],[0. 0. 0. ... 1. 1. 1.],"[-13.99997873 -13.99992484 -14.00009124 ... 900.59109173 900.48533075
 900.39203223]","[ 17.9999976   18.00009794  18.00158586 ... 308.01395879 308.00991778
 308.00584454]",[0.69450809 0.69151099 0.68841516 ... 0.71931805 0.7226004  0.72590792],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 0. 0. 0.]
P01,S1,V1,E1,21032014,2981133743435627.5,[0. 0. 0. ... 0. 0. 0.],[0.05765063 0.05756254 0.05747467 ... 0.04516016 0.04508401 0.04501198],158483646340299.3,[0.09229836 0.09204319 0.09180267 ... 0.09489467 0.09499243 0.09507523],"[[ 0.  3. 10.  8. 16.]
 [ 2.  0.  7.  0.  0.]
 [11.  6.  0.  0.  0.]
 [ 8.  0.  0.  0.  2.]
 [16.  0.  0.  2.  0.]]","[-0.64102131 -0.64166362 -0.64216599 ...  0.56034492  0.54701
  0.53197459]",[0. 0. 0. ... 0. 0. 0.],"[-0.29757867 -0.2929699  -0.28899249 ...  0.12611264  0.10963715
  0.09553103]",[0. 0. 0. ... 0. 0. 0.],"[ 2.30621439e-05  9.83717005e-06 -1.56469301e-03 ...  9.08479585e+02
  9.08741877e+02  9.09020960e+02]","[  7.00001491   7.00014408   7.00296625 ... 282.66918238 282.09177046
 281.4937697 ]",[0.94140976 0.94016557 0.93884597 ... 0.74481903 0.74336695 0.74182809],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
P17,S2,V3,E2,04042014,50655640966700.64,[0. 0. 0. ... 4. 4. 4.],[0.03806244 0.03795686 0.0378506  ... 0.02558156 0.02594257 0.02629999],3550332076584.3135,[0.06066779 0.06057943 0.06049195 ... 0.06297867 0.06290351 0.0628211 ],"[[ 0.  4.  7.  4. 10.]
 [ 0.  0. 10.  0.  0.]
 [11.  6.  0.  0.  0.]
 [ 5.  0.  0.  0.  1.]
 [ 8.  0.  0.  2.  0.]]","[-0.72743282 -0.72703037 -0.7259308  ...  0.4748796   0.46698159
  0.45966344]",[0. 0. 0. ... 1. 1. 1.],"[-0.45401311 -0.4539224  -0.45290355 ...  0.37966881  0.37860119
  0.37739079]",[0. 0. 0. ... 0. 0. 0.],"[ 13.00005942  13.00009729  13.00143127 ... 347.61305564 348.09528667
 348.5697432 ]","[  3.00004185   3.00009252   3.00144332 ... 290.02111914 289.73530366
 289.4491795 ]",[0.90507555 0.90475573 0.9044151  ... 0.20184084 0.20160031 0.20118819],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 2. 2. 2.],[0. 0. 0. ... 0. 0. 0.]
P20,S2,V4,E2,10042014,3.450324121674309e+16,[0. 4. 4. ... 4. 4. 4.],[0.01665449 0.01666216 0.01667721 ... 0.02101895 0.02134349 0.02170312],2797389699702543.0,[0.0696943  0.0696836  0.06967905 ... 0.0004621  0.00046405 0.00046649],"[[ 0.  8. 14. 13. 16.]
 [ 0.  0. 19.  0.  0.]
 [22. 11.  0.  0.  0.]
 [13.  0.  0.  0.  0.]
 [15.  0.  0.  0.  0.]]","[-0.70558953 -0.70745913 -0.70836644 ...  0.28871789  0.28494822
  0.28072215]",[0. 0. 0. ... 1. 1. 1.],"[-0.15489883 -0.15731879 -0.16057778 ...  0.15837796  0.14331811
  0.13327268]",[1. 1. 1. ... 0. 0. 0.],"[ 34.00004686  34.00003278  33.99834243 ... 950.38403296 950.94101202
 951.48803989]","[ 12.0000181   12.00002938  11.99994923 ... 271.5844272  271.65230013
 271.72439331]","[ 0.82483612  0.82461657  0.8243861  ... -0.05469037 -0.04520772
 -0.03464515]",[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 1. 1. 1.],[0. 0. 0. ... 0. 0. 0.]
P30,S1,V4,E4,07042014,1.100990214710795e+16,[2. 4. 4. ... 4. 4. 4.],[0.00839344 0.00838446 0.00837907 ... 0.03863588 0.03862685 0.03861941],1173234025402730.5,[0.17603957 0.17621106 0.17639228 ... 0.05244458 0.05183092 0.05124731],"[[ 0.  1.  7.  6.  1.]
 [ 0.  0. 15.  0.  0.]
 [ 8. 14.  0.  0.  2.]
 [ 6.  0.  0.  0.  1.]
 [ 1.  0.  1.  1.  0.]]","[-0.09590636 -0.10628719 -0.11828764 ...  0.4200807   0.41279129
  0.40539496]",[0. 0. 0. ... 0. 0. 0.],"[-0.35457187 -0.3682271  -0.38034907 ...  0.27243572  0.2712711
  0.26938834]",[0. 0. 0. ... 0. 0. 0.],"[ 26.00004593  26.00008722  25.99989903 ... 917.70701101 917.80221543
 917.86954584]","[  4.00004179   4.00001721   3.99996668 ... 302.2113314  301.78756798
 301.37837572]",[0.33466579 0.33250691 0.33052153 ... 0.34727599 0.34683438 0.34644614],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 2. 2. 2.],[1. 1. 1. ... 1. 1. 1.]
P01,S1,V4,E4,21032014,1651076723312990.0,[0. 0. 0. ... 4. 4. 4.],[0.02636429 0.02643226 0.02649941 ... 0.01007273 0.01006759 0.01006302],106130956720344.9,[0.13975401 0.14023104 0.14070453 ... 0.0975804  0.09748545 0.0973911 ],"[[ 0.  3.  4.  9.  2.]
 [ 0.  0. 20.  0.  0.]
 [ 6. 17.  0.  0.  1.]
 [ 9.  0.  0.  0.  0.]
 [ 2.  0.  0.  0.  0.]]",[0.373441   0.38048404 0.38653085 ... 0.02552708 0.02933985 0.03337452],[0. 0. 0. ... 0. 0. 0.],[0.2939798  0.29642537 0.29816032 ... 0.36374651 0.36414368 0.36453255],[0. 0. 0. ... 0. 0. 0.],"[ -9.99996789  -9.99981244  -9.99706522 ... 954.59138835 954.50011673
 954.39256125]","[151.00001944 151.00009306 151.00145565 ... 286.05166868 286.29324384
 286.51183   ]",[0.9451816  0.9455589  0.94593772 ... 0.48945355 0.48897577 0.48853838],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P28,S1,V2,E2,04042014,1.4267315881924642e+16,[0. 4. 4. ... 4. 4. 4.],[0.03920913 0.03919565 0.03918154 ... 0.03783827 0.03774101 0.03764338],892888188164959.6,[0.05605352 0.05627522 0.05649108 ... 0.15706181 0.15654976 0.15601404],"[[ 0.  5. 12. 16. 16.]
 [ 1.  0. 25.  0.  0.]
 [15. 21.  0.  0.  1.]
 [17.  0.  0.  0.  0.]
 [15.  0.  0.  1.  0.]]","[-0.82830075 -0.82490556 -0.82208987 ...  0.7596384   0.74994731
  0.74047067]",[0. 0. 0. ... 0. 0. 0.],"[-0.39890215 -0.39801597 -0.39711953 ...  0.11541907  0.11520076
  0.1153675 ]",[1. 1. 1. ... 0. 0. 0.],"[ 39.00002043  39.00001415  38.99843511 ... 911.12685885 911.45315724
 911.77589893]","[  4.00001385   4.00001909   3.99997311 ... 319.01341301 318.66817996
 318.31802181]",[0.57418602 0.5730057  0.57181277 ... 0.95763647 0.95758353 0.95752675],[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 1. 1. 1.],[0. 0. 0. ... 1. 1. 1.]
P23,S1,V3,E4,31032014,1506934601517351.0,[0. 0. 0. ... 4. 4. 4.],[0.02491995 0.0249016  0.02488362 ... 0.01749098 0.01748895 0.01749192],164777102585630.8,[0.06264125 0.06228495 0.06193079 ... 0.02592691 0.02577503 0.02562637],"[[ 0.  3.  6.  9.  6.]
 [ 1.  0. 19.  0.  0.]
 [ 8. 17.  0.  0.  0.]
 [10.  0.  0.  0.  0.]
 [ 4.  0.  0.  1.  0.]]","[-0.74836162 -0.74617949 -0.74422337 ...  0.11956829  0.11998223
  0.12103629]",[0. 0. 0. ... 0. 0. 0.],"[-0.42096239 -0.42098759 -0.42024381 ... -0.08858384 -0.077331
 -0.0675802 ]",[0. 0. 1. ... 0. 0. 0.],"[ 10.00003405  10.00005734   9.99993985 ... 874.87480064 874.80781436
 874.7271112 ]","[-11.9999911  -11.99997182 -12.00003938 ... 291.93137887 292.19262582
 292.4358165 ]","[-0.02296431 -0.01835694 -0.01371723 ...  0.0037028   0.00753633
  0.01143545]",[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 0. 0. 0.]
P03,S1,V4,E4,24032014,562426421082026.06,[2. 4. 4. ... 4. 4. 4.],[0.19751561 0.19559611 0.19361169 ... 0.03322171 0.03352516 0.03382424],19733873430338.816,[0.33659923 0.33336261 0.33002395 ... 0.10243356 0.10223804 0.10202083],"[[ 0.  0.  3.  4.  2.]
 [ 0.  0. 13.  0.  0.]
 [ 3. 12.  0.  0.  2.]
 [ 5.  0.  0.  0.  0.]
 [ 1.  1.  0.  1.  0.]]","[-0.25320752 -0.26886156 -0.28543249 ...  0.44449532  0.43940658
  0.4339597 ]",[0. 0. 0. ... 0. 0. 0.],"[-0.15350511 -0.16649106 -0.17777334 ...  0.47453423  0.4727149
  0.47043221]",[0. 0. 0. ... 0. 0. 0.],"[  6.00000719   6.00013494   6.0014389  ... 899.64752643 900.25060478
 900.83381559]","[-54.99999489 -54.99996576 -55.00004018 ... 287.09123073 287.06510611
 287.02694262]",[0.9866731  0.98657665 0.98647631 ... 0.23614545 0.2349999  0.23377631],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 2. 2. 2.],[1. 1. 1. ... 1. 1. 1.]
P01,S1,V2,E2,21032014,991563229704396.6,[0. 4. 4. ... 4. 4. 4.],[0.05275376 0.05255446 0.05234934 ... 0.01901872 0.01921973 0.01942457],48522591665680.836,[0.11319781 0.11342292 0.11362758 ... 0.03476909 0.03509029 0.0354108 ],"[[ 0.  1.  6.  6. 11.]
 [ 1.  0.  8.  0.  0.]
 [ 6.  8.  0.  0.  0.]
 [ 6.  0.  0.  0.  3.]
 [10.  0.  0.  3.  0.]]",[0.42261196 0.43309574 0.44217331 ... 0.10145891 0.10181199 0.10210019],[0. 0. 0. ... 1. 1. 1.],[0.5747968  0.57421008 0.57380123 ... 0.00698047 0.01040129 0.01236585],[1. 1. 1. ... 0. 0. 0.],"[  4.00000799   4.00005449   3.9999615  ... 868.17937272 868.15040989
 868.12624582]","[ -1.99999705  -1.9999269   -1.9985111  ... 284.91138825 284.91652833
 284.92841094]",[0.76358975 0.76428857 0.76491307 ... 0.51294656 0.51758873 0.52217992],[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 1. 1. 1.],[0. 0. 0. ... 0. 0. 0.]
P28,S1,V3,E3,04042014,9659042102517566.0,[2. 4. 4. ... 4. 4. 4.],[0.01122023 0.01121539 0.01121149 ... 0.01926987 0.01919301 0.01911489],611943819193640.2,[0.02851983 0.02856663 0.02860785 ... 0.06033557 0.0597981  0.05924611],"[[ 0.  6.  8. 12. 29.]
 [ 2.  0. 10.  0.  0.]
 [13.  5.  0.  0.  1.]
 [11.  0.  0.  0.  4.]
 [29.  1.  0.  3.  0.]]","[-0.4602468  -0.45166461 -0.44268889 ...  0.38594327  0.38071259
  0.3744376 ]",[0. 0. 0. ... 0. 0. 0.],"[-0.24323751 -0.2376988  -0.2321159  ...  0.16891598  0.16895477
  0.16971515]",[1. 1. 1. ... 1. 1. 1.],"[ 30.99997618  31.00007062  30.99996748 ... 891.26777673 892.20577463
 893.21974743]","[ -1.00003611  -0.99996246  -1.00001518 ... 303.68867627 303.24968362
 302.78561931]",[0.21695743 0.2180026  0.21896809 ... 0.77556641 0.77444177 0.77327781],[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 1. 1. 1.],[0. 0. 0. ... 0. 0. 0.]
P25,S1,V4,E3,28032014,7175509213607886.0,[0. 0. 0. ... 4. 4. 4.],[0.01380658 0.01377288 0.0137399  ... 0.03972959 0.03968217 0.03963125],889360459538374.8,[0.03021399 0.03001517 0.0298156  ... 0.00144283 0.0014859  0.00152784],"[[ 0.  2. 11. 14.  8.]
 [ 1.  0. 19.  0.  0.]
 [12. 17.  0.  0.  1.]
 [14.  0.  0.  0.  1.]
 [ 7.  1.  0.  1.  0.]]","[-0.90847335 -0.90856128 -0.90734396 ... -0.77752706 -0.77590737
 -0.77443828]",[0. 0. 0. ... 0. 0. 0.],"[-0.75021454 -0.74846772 -0.74564131 ... -0.33190469 -0.32475829
 -0.31796499]",[0. 0. 0. ... 1. 1. 1.],"[ -3.99996133  -3.99998983  -4.00167869 ... 913.07907183 913.00386054
 912.93084345]","[  2.99999211   3.0000279    2.99997017 ... 251.9306108  251.9600436
 252.00342706]",[0.72104027 0.71868609 0.71634953 ... 0.50818554 0.50437846 0.50063451],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 3. 3. 3.],[0. 0. 0. ... 1. 1. 1.]
